time_s,ch4_ppm,temp_C,humidity_pct
0,1.9320,20.00,50.00
1,1.9543,20.01,50.14
2,1.8476,20.02,50.28
3,1.7559,20.03,50.42
4,1.7751,20.04,50.56
5,1.5655,20.05,50.70
6,1.8143,20.06,50.84
7,1.7168,20.07,50.97
8,1.9437,20.08,51.11
9,1.4916,20.09,51.25
10,1.9970,20.10,51.39
11,1.9661,20.11,51.53
12,1.8679,20.12,51.66
13,1.7652,20.13,51.80
14,2.1137,20.14,51.94
15,1.3392,20.15,52.07
16,2.0844,20.16,52.21
17,2.0097,20.17,52.34
18,2.0253,20.18,52.47
19,2.0617,20.19,52.60
20,1.7002,20.20,52.74
21,1.8397,20.21,52.87
22,2.1549,20.22,53.00
23,2.0841,20.23,53.13
24,2.0071,20.24,53.25
25,1.4062,20.25,53.38
26,2.1259,20.26,53.51
27,2.3484,20.27,53.63
28,2.2939,20.28,53.76
29,2.0238,20.29,53.88
30,1.3982,20.30,54.00
31,2.2747,20.31,54.12
32,1.8947,20.32,54.24
33,1.0613,20.33,54.36
34,2.0812,20.34,54.47
35,1.4283,20.35,54.59
36,1.4982,20.36,54.70
37,1.7312,20.37,54.81
38,2.4002,20.38,54.93
39,1.8264,20.39,55.03
40,2.0525,20.40,55.14
41,2.5709,20.41,55.25
42,2.5184,20.42,55.35
43,1.9257,20.43,55.46
44,1.8788,20.44,55.56
45,1.5234,20.45,55.66
46,1.7230,20.46,55.75
47,2.1164,20.47,55.85
48,2.1074,20.48,55.95
49,2.0089,20.49,56.04
50,2.3199,20.50,56.13
51,1.7028,20.51,56.22
52,1.9549,20.52,56.30
53,2.2318,20.53,56.39
54,2.1817,20.54,56.47
55,2.3535,20.55,56.55
56,2.1190,20.56,56.63
57,1.8731,20.57,56.71
58,2.1095,20.58,56.78
59,1.6332,20.59,56.86
60,1.4117,20.60,56.93
61,2.1901,20.61,57.00
62,1.9689,20.62,57.06
63,2.0975,20.63,57.13
64,1.3968,20.64,57.19
65,1.8645,20.65,57.25
