time_s,ch4_ppm,temp_C,humidity_pct
0,1.5126,20.00,50.00
1,1.8071,20.01,50.14
2,1.8234,20.02,50.28
3,1.9625,20.03,50.42
4,2.0008,20.04,50.56
5,1.8325,20.05,50.70
6,2.3066,20.06,50.84
7,1.1614,20.07,50.97
8,1.9116,20.08,51.11
9,1.6630,20.09,51.25
10,1.9609,20.10,51.39
11,1.9933,20.11,51.53
12,1.5983,20.12,51.66
13,1.6946,20.13,51.80
14,2.1977,20.14,51.94
15,2.0440,20.15,52.07
16,1.6852,20.16,52.21
17,2.6386,20.17,52.34
18,2.7343,20.18,52.47
19,1.4157,20.19,52.60
20,2.0347,20.20,52.74
21,2.8086,20.21,52.87
22,2.2063,20.22,53.00
23,2.0107,20.23,53.13
24,1.8620,20.24,53.25
25,1.7468,20.25,53.38
26,1.8633,20.26,53.51
27,1.7464,20.27,53.63
28,2.2013,20.28,53.76
29,1.8026,20.29,53.88
30,1.7890,20.30,54.00
31,1.5241,20.31,54.12
32,1.9289,20.32,54.24
33,1.6348,20.33,54.36
34,1.8859,20.34,54.47
35,2.3152,20.35,54.59
36,2.0801,20.36,54.70
37,2.1301,20.37,54.81
38,2.0795,20.38,54.93
39,1.9769,20.39,55.03
40,1.9131,20.40,55.14
41,1.8513,20.41,55.25
42,2.2262,20.42,55.35
43,1.5824,20.43,55.46
44,2.4326,20.44,55.56
45,1.9766,20.45,55.66
46,1.7041,20.46,55.75
47,1.7963,20.47,55.85
48,1.7320,20.48,55.95
49,2.0264,20.49,56.04
50,1.7205,20.50,56.13
51,2.3728,20.51,56.22
52,1.7009,20.52,56.30
53,1.1805,20.53,56.39
54,1.7214,20.54,56.47
55,1.2757,20.55,56.55
56,1.9661,20.56,56.63
57,2.3521,20.57,56.71
58,2.2095,20.58,56.78
59,1.5160,20.59,56.86
60,1.7187,20.60,56.93
61,2.6094,20.61,57.00
62,2.0997,20.62,57.06
63,1.9910,20.63,57.13
64,2.3606,20.64,57.19
65,2.8508,20.65,57.25
66,2.4475,20.66,57.31
67,2.0438,20.67,57.36
68,2.1205,20.68,57.42
69,2.2137,20.69,57.47
70,1.7846,20.70,57.52
71,1.6298,20.71,57.56
72,2.0200,20.72,57.61
73,1.6715,20.73,57.65
74,1.9828,20.74,57.69
75,2.0393,20.75,57.73
76,2.8263,20.76,57.76
77,1.7104,20.77,57.79
78,1.9670,20.78,57.83
79,1.9534,20.79,57.85
80,2.1653,20.80,57.88
81,2.3799,20.81,57.90
82,1.8431,20.82,57.92
83,1.7286,20.83,57.94
84,1.4431,20.84,57.96
85,1.6945,20.85,57.97
86,2.2077,20.86,57.98
87,2.0372,20.87,57.99
88,1.6671,20.88,58.00
89,1.8933,20.89,58.00
90,2.0360,20.90,58.00
91,2.2025,20.91,58.00
92,1.8198,20.92,58.00
93,1.9411,20.93,57.99
94,1.3936,20.94,57.98
95,1.6283,20.95,57.97
96,2.5987,20.96,57.96
97,1.2679,20.97,57.94
98,1.9167,20.98,57.92
99,2.1129,20.99,57.90
100,1.9064,21.00,57.88
101,1.7557,21.01,57.85
102,2.0184,21.02,57.83
103,2.0393,21.03,57.79
104,2.0135,21.04,57.76
105,1.3862,21.05,57.73
106,1.9930,21.06,57.69
107,1.7465,21.07,57.65
108,1.8552,21.08,57.61
109,2.1276,21.09,57.56
110,2.2735,21.10,57.52
111,2.3643,21.11,57.47
112,1.8779,21.12,57.42
113,2.3762,21.13,57.36
114,2.4647,21.14,57.31
115,2.4529,21.15,57.25
116,2.5426,21.16,57.19
117,2.0063,21.17,57.13
118,1.9975,21.18,57.06
119,2.3483,21.19,57.00
120,1.5824,21.20,56.93
121,2.1351,21.21,56.86
122,1.8772,21.22,56.78
123,1.9349,21.23,56.71
124,1.4556,21.24,56.63
125,1.7545,21.25,56.55
126,2.0601,21.26,56.47
127,2.3793,21.27,56.39
128,2.4159,21.28,56.30
129,2.0424,21.29,56.22
130,2.0053,21.30,56.13
131,1.7819,21.31,56.04
132,2.2145,21.32,55.95
133,1.9881,21.33,55.85
134,2.2878,21.34,55.75
135,2.6899,21.35,55.66
136,2.0665,21.36,55.56
137,1.5547,21.37,55.46
138,1.7785,21.38,55.35
139,1.5705,21.39,55.25
140,1.6629,21.40,55.14
141,2.5397,21.41,55.03
142,2.1632,21.42,54.93
143,1.5527,21.43,54.81
144,2.3146,21.44,54.70
145,2.5279,21.45,54.59
146,1.9618,21.46,54.47
147,1.8521,21.47,54.36
148,1.9715,21.48,54.24
149,2.1902,21.49,54.12
150,2.3155,21.50,54.00
151,2.5062,21.51,53.88
152,2.5177,21.52,53.76
153,2.5092,21.53,53.63
154,2.5719,21.54,53.51
155,2.3276,21.55,53.38
156,1.5612,21.56,53.25
157,2.0521,21.57,53.13
158,2.2087,21.58,53.00
159,1.9656,21.59,52.87
160,2.4195,21.60,52.74
161,1.9753,21.61,52.60
162,1.7782,21.62,52.47
163,2.6086,21.63,52.34
164,2.3371,21.64,52.21
165,2.1815,21.65,52.07
166,2.4300,21.66,51.94
167,2.4783,21.67,51.80
168,2.2266,21.68,51.66
169,1.2479,21.69,51.53
170,1.8724,21.70,51.39
171,1.9499,21.71,51.25
172,1.7660,21.72,51.11
173,2.1808,21.73,50.97
174,2.5293,21.74,50.84
175,1.9431,21.75,50.70
176,1.7163,21.76,50.56
177,2.8241,21.77,50.42
178,1.9570,21.78,50.28
179,1.6842,21.79,50.14
180,2.1997,21.80,50.00
181,2.2662,21.81,49.86
182,1.8712,21.82,49.72
183,2.3953,21.83,49.58
184,1.9488,21.84,49.44
185,1.7970,21.85,49.30
186,2.1832,21.86,49.16
187,2.3912,21.87,49.03
188,1.9002,21.88,48.89
189,2.2385,21.89,48.75
190,2.0907,21.90,48.61
191,3.1126,21.91,48.47
192,1.8767,21.92,48.34
193,2.6098,21.93,48.20
194,2.1076,21.94,48.06
195,2.0822,21.95,47.93
196,2.3798,21.96,47.79
197,2.4407,21.97,47.66
198,2.5718,21.98,47.53
199,2.2440,21.99,47.40
200,1.9194,22.00,47.26
201,1.9420,22.01,47.13
202,2.3091,22.02,47.00
203,2.3346,22.03,46.87
204,2.6211,22.04,46.75
205,2.2788,22.05,46.62
206,2.5039,22.06,46.49
207,2.6643,22.07,46.37
208,2.1916,22.08,46.24
209,1.6145,22.09,46.12
210,1.7222,22.10,46.00
211,1.6322,22.11,45.88
212,2.6930,22.12,45.76
213,1.8398,22.13,45.64
214,2.5680,22.14,45.53
215,2.3423,22.15,45.41
216,2.7381,22.16,45.30
217,2.4893,22.17,45.19
218,2.1028,22.18,45.07
219,2.0691,22.19,44.97
220,2.1693,22.20,44.86
221,2.2013,22.21,44.75
222,1.9546,22.22,44.65
223,2.1293,22.23,44.54
224,2.7044,22.24,44.44
225,1.5457,22.25,44.34
226,2.2323,22.26,44.25
227,1.8248,22.27,44.15
228,2.2080,22.28,44.05
229,2.4369,22.29,43.96
230,2.1231,22.30,43.87
231,2.4141,22.31,43.78
232,1.5875,22.32,43.70
233,2.5317,22.33,43.61
234,1.9334,22.34,43.53
235,2.3627,22.35,43.45
236,2.2090,22.36,43.37
237,1.2405,22.37,43.29
238,1.8811,22.38,43.22
239,2.2231,22.39,43.14
240,2.6901,22.40,43.07
241,2.2470,22.41,43.00
242,2.2369,22.42,42.94
243,1.6525,22.43,42.87
244,2.6480,22.44,42.81
245,2.7798,22.45,42.75
246,2.1576,22.46,42.69
247,2.0709,22.47,42.64
248,1.5813,22.48,42.58
249,2.4573,22.49,42.53
250,3.0941,22.50,42.48
251,2.3995,22.51,42.44
252,2.5909,22.52,42.39
253,2.3385,22.53,42.35
254,1.8042,22.54,42.31
255,2.6169,22.55,42.27
256,1.7171,22.56,42.24
257,2.0756,22.57,42.21
258,2.2470,22.58,42.17
259,2.4585,22.59,42.15
260,2.2952,22.60,42.12
261,2.2850,22.61,42.10
262,1.8832,22.62,42.08
263,1.6985,22.63,42.06
264,2.1714,22.64,42.04
265,1.9013,22.65,42.03
266,1.6922,22.66,42.02
267,1.7069,22.67,42.01
268,1.9784,22.68,42.00
269,1.5016,22.69,42.00
270,1.6784,22.70,42.00
271,1.5777,22.71,42.00
272,2.2138,22.72,42.00
273,2.2928,22.73,42.01
274,2.8524,22.74,42.02
275,1.6258,22.75,42.03
276,1.9120,22.76,42.04
277,2.4692,22.77,42.06
278,2.0739,22.78,42.08
279,2.0352,22.79,42.10
280,2.7478,22.80,42.12
281,2.0310,22.81,42.15
282,1.7447,22.82,42.17
283,1.6884,22.83,42.21
284,2.2667,22.84,42.24
285,2.2559,22.85,42.27
286,1.6688,22.86,42.31
287,1.8039,22.87,42.35
288,2.3358,22.88,42.39
289,2.3505,22.89,42.44
290,1.9232,22.90,42.48
291,2.3659,22.91,42.53
292,2.3481,22.92,42.58
293,1.5237,22.93,42.64
294,2.0383,22.94,42.69
295,2.2927,22.95,42.75
296,1.9466,22.96,42.81
297,1.3983,22.97,42.87
298,2.0476,22.98,42.94
299,2.4097,22.99,43.00
300,2.6993,23.00,43.07
301,1.3792,23.01,43.14
302,3.0603,23.02,43.22
303,1.7509,23.03,43.29
304,2.4801,23.04,43.37
305,2.5768,23.05,43.45
306,2.4886,23.06,43.53
307,2.1966,23.07,43.61
308,1.7374,23.08,43.70
309,2.3629,23.09,43.78
310,1.8929,23.10,43.87
311,1.2600,23.11,43.96
312,3.1327,23.12,44.05
313,2.3901,23.13,44.15
314,2.7782,23.14,44.25
315,1.8224,23.15,44.34
316,2.6547,23.16,44.44
317,2.6972,23.17,44.54
318,2.6844,23.18,44.65
319,2.1325,23.19,44.75
320,1.7186,23.20,44.86
321,2.0770,23.21,44.97
322,1.3677,23.22,45.07
323,1.5425,23.23,45.19
324,2.1699,23.24,45.30
325,1.7903,23.25,45.41
326,2.0793,23.26,45.53
327,2.0982,23.27,45.64
328,2.8117,23.28,45.76
329,2.5896,23.29,45.88
330,2.1192,23.30,46.00
331,2.5575,23.31,46.12
332,1.8610,23.32,46.24
333,2.0155,23.33,46.37
334,2.4514,23.34,46.49
335,1.6978,23.35,46.62
336,2.0342,23.36,46.75
337,1.6690,23.37,46.87
338,2.1718,23.38,47.00
339,2.7015,23.39,47.13
340,1.8663,23.40,47.26
341,2.2080,23.41,47.40
342,1.8143,23.42,47.53
343,1.7254,23.43,47.66
344,1.6946,23.44,47.79
345,2.6357,23.45,47.93
346,2.9528,23.46,48.06
347,2.2944,23.47,48.20
348,1.8740,23.48,48.34
349,2.3708,23.49,48.47
350,2.0064,23.50,48.61
351,2.4032,23.51,48.75
352,2.2239,23.52,48.89
353,2.2193,23.53,49.03
354,2.3333,23.54,49.16
355,1.9172,23.55,49.30
356,1.9778,23.56,49.44
357,1.5162,23.57,49.58
358,1.9633,23.58,49.72
359,1.6194,23.59,49.86
